When,Who,Comment,About,Media,What,Whom,Reference_ID
2018-08-03,@suss_sg,"EMPOWERING THE PUBLIC SERVICE: To help public officers meet the challenges of today and be prepared for the future, SUSS, and 11 other institutes of higher learning signed a collaborative agreement with the Civil Service College on Jul 17. Read more: https://t.co/qiQJeUdvY1 https://t.co/Jb15vWxtdV",https://t.co/qiQJeUdvY1,photo,[],[],https://twitter.com/suss_sg/status/1025350686182191104
2018-08-03,@suss_sg,"MEET OUR NEW CHANCELLOR: A warm welcome to Mr Stephen Lee Ching Yen, our new Chancellor, to the SUSS family. Mr Lee takes over from Dr Aline Wong, who has served as SUSS Chancellor since 2015. Read more: https://t.co/bk2jzh3Djv https://t.co/7JOaqzftfd",https://t.co/bk2jzh3Djv,photo,[],[],https://twitter.com/suss_sg/status/1025335548154544128
2018-08-01,@suss_sg,"SUSS law lecturer, Daniel Seah, joined the 'Midday with Howie Lim' show on MONEY FM 89.3 where he shared his innovative teaching method using low-cost technology to gauge &amp; correct the working adults’ learning gaps in class. Listen here: https://t.co/9xOxwgxbmp https://t.co/NlUSYiUchX",https://t.co/9xOxwgxbmp,photo,[],[],https://twitter.com/suss_sg/status/1024625895678636033
2018-07-27,@suss_sg,"NEW NAME, NEW DREAMS: SUSS celebrated the renaming of our School of Arts &amp; Social Sciences to the School of Humanities &amp; Behavioural Sciences (SHBS) with a wonderful sharing session by our President, Professor Cheong, Dean &amp; faculty members. Enjoy the photos! https://t.co/lZu3b9cBYl",http://pbs.twimg.com/media/DjHDzSQXcAAom4T.jpg,photo,[],[],https://twitter.com/suss_sg/status/1022813911308017664
2018-07-25,@suss_sg,"USING 'KAHOOT' IN LAW SCHOOL: Congrats to Lecturer Daniel Seah from the SUSS School of Law (SLAW), for winning the Excellent Paper Award, an international award in Hong Kong, for his innovative teaching of busy working adults. (Photo credit: The Open University of Hong Kong) https://t.co/X5vKNcNpR4",http://pbs.twimg.com/media/Di8wn57W4AAjYGT.jpg,photo,[],[],https://twitter.com/suss_sg/status/1022089104819929088
2018-07-20,@suss_sg,Associate Professor Klaus J. Templer from the SUSS School of Humanities &amp; Behavioural Sciences (SHBS) recently wrote an article about human behaviour at the workplace and was featured in the Harvard Business Review.  Read more: https://t.co/8Bno6gJJeV  #SUSS_SHBS,https://t.co/8Bno6gJJeV,text,['#SUSS_SHBS'],[],https://twitter.com/suss_sg/status/1020269630382854145
2018-07-18,@suss_sg,"SUSS conducted an inaugural Leadership &amp; Management Masterclass for participants from the Galaxy Industry Alliance (GIA) and Galaxy Holdings in China, where they explored topics relating to leadership, employee motivation, &amp; succession planning. Read more: https://t.co/E4exRAwS27 https://t.co/IaTiM2Kgrl",https://t.co/E4exRAwS27,photo,[],[],https://twitter.com/suss_sg/status/1019537328866516992
2018-07-10,@suss_sg,"Dr Goh Wei Leong, Chairman of Healthserve, a non-profit organisation that provides affordable healthcare, social assistance &amp; skills training to migrant workers, and will be speaking at the Singapore Service-Learning Symposium on Jul 12. Learn more: https://t.co/uTh5hq3Nrz https://t.co/OU7pL2Ipnd",https://t.co/uTh5hq3Nrz,photo,[],[],https://twitter.com/suss_sg/status/1016653335921856512
2018-07-09,@suss_sg,"SCORING FOR A CAUSE: SUSS School of Law students, together with 17 other teams, scored goals at the Chief Justice's Cup, an annual charity futsal competition to help raise over $100,000 for the Yellow Ribbon Fund. https://t.co/LwwSHR0OR7",http://pbs.twimg.com/media/DhqJdsUXkAAxA7a.jpg,photo,[],[],https://twitter.com/suss_sg/status/1016275813342294017
2018-07-06,@suss_sg,"Rebekah Lin, Co-Founder of The Social Co., which brought together individuals, corporations, and partners to raise awareness and funds for lesser-known charities, will be one of the speakers at the Singapore Service-Learning Symposium. Learn more: https://t.co/tYKXWWJnuD https://t.co/aK1Et0WdHQ",https://t.co/tYKXWWJnuD,photo,[],[],https://twitter.com/suss_sg/status/1015188672046682114
2018-07-05,@suss_sg,"TRIPLE DEAL: SUSS partners with the Faculty of Economics and Business Management of the National University of Lao (NUoL), KPMG Lao, and Lao Chamber of Professional Accountants and Auditors (LCPAA), to exchange technical knowledge and international standards on accounting. https://t.co/ZoGEiFMKcN",http://pbs.twimg.com/media/DhVjGozXUAE6llL.jpg,photo,[],[],https://twitter.com/suss_sg/status/1014826258297970688
2018-07-04,@suss_sg,"A MENTOR FOR YOUTHS: Erlinda Heng, a Senior Manager of @YouthCorpsSG  will be sharing her experience in mentoring youth volunteers who are passionate to serve the community at the Singapore Service-Learning Symposium on Jul 12. Learn more: https://t.co/uTh5hq3Nrz https://t.co/6iv0YxopoI",https://t.co/uTh5hq3Nrz,photo,[],['@YouthCorpsSG'],https://twitter.com/suss_sg/status/1014479207701909504
2018-06-29,@suss_sg,"Meet Ming Xiu, an SUSS student &amp; founder of Campus PSY (Peer Support for Youths), a youth-led social movement providing support for youths struggling with mental health issues.He will be speaking at the Singapore Service-Learning Symposium 2018.More info: https://t.co/uTh5hq3Nrz. https://t.co/AhWo25UHBp",https://t.co/uTh5hq3Nrz,photo,[],[],https://twitter.com/suss_sg/status/1012667069303844864
2018-06-27,@suss_sg,"Social service organisations, educators, youths &amp; members of ministries will come together on Jul 12 for the Singapore Service-Learning Symposium, an event organised in collaboration between SUSS &amp; @YouthCorpsSG &amp; supported by @NCSSSingapore. Learn more: https://t.co/uTh5hq3Nrz https://t.co/UkgmViUdKu",https://t.co/uTh5hq3Nrz,photo,[],"['@YouthCorpsSG', '@NCSSSingapore']",https://twitter.com/suss_sg/status/1011942411176763400
2018-06-25,@suss_sg,"Prof Wang Gungwu, a historian recognised for his scholarship on the Chinese diaspora in Southeast Asia, delivered an exclusive talk on the ‘Chinese Maze’ in the Belt and Road Initiative (BRI). Thank you for taking time to share your knowledge and insights with us! https://t.co/3DsyQJdTsU",http://pbs.twimg.com/media/DgiDPu_X0AADzLd.jpg,photo,[],[],https://twitter.com/suss_sg/status/1011202425729028101
2018-06-22,@suss_sg,"BRAIN DRAIN: Dr Yew Chiew Ping, head of the Contemporary China Studies minor at SUSS, shares the pull and push factors, effects of emigration, and how these countries handle the situation. Read more: https://t.co/OWkNDoVpoX",https://t.co/OWkNDoVpoX,text,[],[],https://twitter.com/suss_sg/status/1010115293354569728
2018-06-21,@suss_sg,Watch how the Alibaba-Cloud-SUSS Entrepreneurship Programme Pitch to Investors event gave the startups from the programme real-world experience on how to pitch to investors and receive funding. Applications are open from now till Jun 28. https://t.co/f2FLXeRuFb,https://t.co/f2FLXeRuFb,text,[],[],https://twitter.com/suss_sg/status/1009598581395689472
2018-06-14,@suss_sg,"SASS is now School of Humanities and Behavioural Sciences (SHBS)! SHBS continues to offer programmes that illuminate human experiences &amp; behaviour, including languages &amp; literature, translation, psychology, communication, &amp; sociology among others. More: https://t.co/cF0jnU0WKM https://t.co/JhurGVJGSA",https://t.co/cF0jnU0WKM,photo,[],[],https://twitter.com/suss_sg/status/1007095287175933957
2018-06-13,@suss_sg,"Alumni from the SUSS Gerontology programme hosted an exchange session for students from The Education University of Hong Kong which aimed to share about the countries' aged care services, policy matters &amp; challenges about ageing, and grow interest of such issues among youths. https://t.co/fBmOk0XvAP",http://pbs.twimg.com/media/DfkaZfqWsAEgNSt.jpg,photo,[],[],https://twitter.com/suss_sg/status/1006865024915312640
2018-06-06,@suss_sg,"Congrats to our staff, Esther Khoo, for bagging the first place in the 10km female category at the ISCA Run 2018, with a timing of 00:44:39! ISCA invited all SUSS Accountancy students and staff to join the race to promote camaraderie, healthy living &amp; family bonding. https://t.co/aW8AkTVhcB",http://pbs.twimg.com/media/DfAT3yGUEAA2X0o.jpg,photo,[],[],https://twitter.com/suss_sg/status/1004324569648455680
2018-06-04,@suss_sg,"The Choor Singh Study Award was created in the late Justice Choor Singh's memory, to uphold his passion for lifelong learning and to encourage mature students to pursue law and pay forward the kindness when they become legal professionals. Full story:  https://t.co/gkfCooDB2V https://t.co/9Pr1BD5dPN",https://t.co/gkfCooDB2V,photo,[],[],https://twitter.com/suss_sg/status/1003597270145740800
2018-06-02,@suss_sg,GEARING UP OUR ALUMNI FOR THE FUTURE: Over 60 alumni and their guests attended the SkillsFuture Seminar to gain insights into navigating and staying current in a digital economy through equipping themselves with critical skills. Full story: https://t.co/DWYgcJpwe9 https://t.co/mXyRxDxSC3,https://t.co/DWYgcJpwe9,photo,[],[],https://twitter.com/suss_sg/status/1002867475996786689
2018-06-01,@suss_sg,Over 150 guests attended and witnessed 6 startups from the Alibaba Cloud-SUSS Entrepreneurship Programme pitch to the panel of angel investors and VCs last Fri. Congrats to HeyCoins who won first prize and will be on their way to meet Jack Ma! https://t.co/iTZD5s9TrS,http://pbs.twimg.com/media/DemdFt2U8AAI6s9.jpg,photo,[],[],https://twitter.com/suss_sg/status/1002505121333415936
2018-05-30,@suss_sg,"Dr Yvonne Mcnulty, senior lecturer from SUSS who coined the term 'expatpreneur', was invited to judge at the Expatpreneur Awards 2018. Read more: https://t.co/YiP0aXum4N",https://t.co/YiP0aXum4N,text,[],[],https://twitter.com/suss_sg/status/1001780333883351041
2018-05-25,@suss_sg,"SUSS, @YouthCorpsSG  &amp; @NCSSSingapore will organise the Singapore Service-Learning Symposium on Jul 12, to help build a collaborative ecosystem to improve community initiatives for collective good. Learn more about the programme and speakers here: https://t.co/tVCeFdut9a https://t.co/5gw4xkj1Xk",https://t.co/tVCeFdut9a,photo,[],"['@YouthCorpsSG', '@NCSSSingapore']",https://twitter.com/suss_sg/status/999968416634228736
2018-05-24,@suss_sg,"Startups from the Alibaba Cloud-SUSS Entrepreneurship Programme will pitch to investors from RE.A.PRA, TRIVE Ventures, Golden Gate Ventures, and more! Will they get funded or will they walk away with nothing? Come cheer them on! Free tickets available: https://t.co/JdHcgZtpOA https://t.co/9JraxJBogf",https://t.co/JdHcgZtpOA,photo,[],[],https://twitter.com/suss_sg/status/999605963345850368
2018-05-23,@suss_sg,"BLOCKCHAIN 101: SUSS School of Business Lecturer Dr. Lo Swee-Won and research fellow, Wang Yu, explain the basics of Blockchain. Learn more: https://t.co/3sIzozOgFO (content in Chinese) https://t.co/wCu3y1FBQP",https://t.co/3sIzozOgFO,photo,[],[],https://twitter.com/suss_sg/status/999243606304149505
2018-05-22,@suss_sg,"Meet the startups of the Alibaba Cloud-SUSS Entrepreneurship Programme, all geared up to pitch their business ideas to investors who assess if they get funding.Find out more about these startups and the work they do: 
https://t.co/JdHcgZtpOA  Free tickets available. Join us! https://t.co/RVz174W0wi",https://t.co/JdHcgZtpOA,photo,[],[],https://twitter.com/suss_sg/status/998916086480474112
2018-05-17,@suss_sg,"Take your startup to the next level through our Alibaba Cloud - SUSS Certificate/Minor in Entrepreneurship Programme! Learn about cloud computing, get mentorship, and secure funding for your business to attain 40 credit units. More details: https://t.co/zGdE80irkZ https://t.co/YEx4uBiwzP",https://t.co/zGdE80irkZ,photo,[],[],https://twitter.com/suss_sg/status/997099638619598849
2018-05-15,@suss_sg,Catch 7 startups of the Alibaba Cloud - SUSS Entrepreneurship Programme live in action as they pitch to VCs &amp; Angel Investors on May 25! Best team stands to win @alibaba_cloud credits &amp; see Mr Jack Ma in Hangzhou. Get FREE tickets to watch the face-off: https://t.co/HZVUxVQz4y https://t.co/mAtwSR43V6,https://t.co/HZVUxVQz4y,video,[],['@alibaba_cloud'],https://twitter.com/suss_sg/status/996374751139557378
2018-05-09,@suss_sg,It's Day 2 of The Mystique Luxury Brands Conference 2018! SUSS and Curtin University are hosting this conference where experts exchange ideas and views covering the latest trends in luxury brands and the future of the sector in the digital age. Read more: https://t.co/KFH7xe9QmT https://t.co/szEH98snNi,https://t.co/KFH7xe9QmT,photo,[],[],https://twitter.com/suss_sg/status/994117309076856832
2018-05-03,@suss_sg,"Congrats SUSS #teamgobiyond for completing the 116km hike at the Gobi desert!  The treacherous conditions of the desert and the heat did not break their spirit, all thanks to the prior rigorous training they had to prepare for the 4-day hike. Check out photos of them in action! https://t.co/HF3lNfkole",http://pbs.twimg.com/media/DcRHA6gVwAIr3f0.jpg,photo,['#teamgobiyond'],[],https://twitter.com/suss_sg/status/991995925051658240
2018-04-28,@suss_sg,"SUSS, together with @YouthCorpsSG and @NCSSSingapore will be organising the Singapore Service-Learning Symposium this July! The symposium aims to build a collaborative ecosystem to improve community initiatives for collective good. More details: https://t.co/tVCeFdut9a https://t.co/4bWa55Pn6O",https://t.co/tVCeFdut9a,photo,[],"['@YouthCorpsSG', '@NCSSSingapore']",https://twitter.com/suss_sg/status/990093257232322560
2018-04-26,@suss_sg,"ADVENTURE AWAITS: Our team has arrived at Dunhuang. The expedition at Gobi Desert is starting soon!
.
#SUSSSG #gobidesert #expedition #trekking #desert #teamgobiyond https://t.co/uVvHISHClt",http://pbs.twimg.com/media/DbtRlelW4AEQYtq.jpg,photo,"['#SUSSSG', '#gobidesert', '#expedition', '#trekking', '#desert', '#teamgobiyond']",[],https://twitter.com/suss_sg/status/989474249504182272
2018-04-25,@suss_sg,"Are you looking to attain mastery in translation and interpretation? The Translation Talent Development Scheme (TTDS) by @SingaporeMCI provides grants up to $10,000 if you enrol in our translation programmes &amp; courses. Learn more: https://t.co/fbZ4ivWAj5 https://t.co/dV1e8wpWKE",https://t.co/fbZ4ivWAj5,photo,[],['@SingaporeMCI'],https://twitter.com/suss_sg/status/989096811070713862
